Name,Condition,Price,Shipping,Country,Solds,SellerInfo
New ListingFiddle Traditions: A Musical Sampler from the Pages of Strings Magazine VG,Pre-Owned,1.99,+$33.63 shipping,from United States,0,"encorehustle (1,074) 99.5%"
New ListingMusic Matters: A Philosophy of Music Education,Brand New,124.96,+$59.71 shipping,from United States,0,brenhambookcompany (15) 100%
Bruce Spizer Magical Mystery Tour and Yellow Submarine (Hardback) (UK IMPORT),Brand New,9.06,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
New ListingFingerpicking Pop: 15 Songs Arranged for Solo Guitar in Standard Notation & Tab,Pre-Owned,11.99,+$69.48 shipping,from United States,0,lonestarthrifts (937) 99.8%
"Performance Plus, Bk 2: Dan Coates -- Songs of Praise & Joy by Dan Coates (Engli",Brand New,13.05,+$8.47 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Britney: Every Step of the Way: A Friend's Personal Scrapbook,Pre-Owned,9.38,+$26.85 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Creative Approach to Music Fundamentals (with CourseMate, 1 Term) - 11th - NEW",Pre-Owned,19.95,+$27.17 shipping,from United States,0,"cardboardcrowntcg (1,438) 99.3%"
"On a Wing & a Prayer W/ ANGEL book -NEW- Giuffria, Punky Meadows, DiMino, Brandt",Brand New,19.95,+$32.17 shipping,from United States,0,iwantit29 (312) 100%
Julian Bream Three Sonatas (Sheet Music) (UK IMPORT),Brand New,15.41,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
All Music Guide to the Blues: The Definitive Guide to the - Paperback - Good,Pre-Owned,10.79,+$26.89 shipping,from United States,0,"booksrun (106,843) 99.4%"
New ListingWagnerism: Art and Politics in the Shadow of Music,Pre-Owned,9.71,+$26.86 shipping,from United States,0,"goodwillcentralcoastebooks (42,681) 99.4%"
"New ListingLong Promised Road: Carl Wilson, Soul of the Beach Boys The Biography by Kent Cr",New (Other),9.99,+$32.25 shipping,from United States,0,"straycat3 (3,425) 100%"
"The Ecstasy of Gold: From the Good, the Bad & the Ugly, Conductor Score by Ennio",Brand New,13.09,+$8.47 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
500 Smokin' Country Guitar Licks by Eddie Collins (English) Paperback Book,Brand New,21.69,+$14.37 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Stephen Downes A Lasting Record (Paperback) (UK IMPORT),Brand New,30.97,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
Piano Adventures - Performance Book - Level 1,Pre-Owned,4.73,+$26.27 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"On the Beaten Path -- Beginning Drumset Course, Level 2: An Inspiring Method to",Pre-Owned,5.99,+$30.74 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
"The Jazz Theory Book - Hardcover, by Levine Mark - Acceptable",Pre-Owned,23.59,+$27.27 shipping,from United States,0,"booksrun (106,843) 99.4%"
Julia Antopol Hirsch The Sound of Music (Paperback),Brand New,24.03,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Little Organ Book by Flor Peeters (English) Paperback Book,Brand New,20.11,+$16.89 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Kraftwerk: Future Music from Germany by Sch�tte, Uwe Book The Fast Free Shipping",Pre-Owned,8.76,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,352) 93.4%"
Troy Stetina The Ultimate Scale Book (Paperback),Brand New,9.72,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Canadian Brass Christmas Quartets (Sheet Music),Brand New,13.02,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
"Masterwork Classics, Level 5 (Alfred Masterwork Editions) by Magrath, Jane, pap",Pre-Owned,5.99,+$30.30 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
New ListingPaul Simon: An American Tune [Volume 5] [Tempo: A Rowman & Littlefield Music Ser,Pre-Owned,27.51,+$27.39 shipping,from United States,0,"goodwill_houston (13,296) 99.7%"
Beethoven: Impressions by His Contemporaries (Dover Books on Music) by,New (Other),5.49,+$91.21 shipping,from United States,0,"oneplanetbooks (28,554) 98.6%"
"Dvorak: Romantic Music's Most Versatile Geniu... 9781574671070 by Hurwitz, David",New (Other),7.57,+$30.79 shipping,from United States,0,"sensational-buys (16,469) 99.7%"
The Frank Gambale Technique Book II: The Essential Soloing Theory Course for al,New (Other),6.65,+$30.76 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
"New ListingElvis and Marilyn : Two Times Immortal by Wendy McDaris (1994, Trade Paperback)",New (Other),10.50,+$56.16 shipping,from United States,0,"sandygemstones (2,428) 99.7%"
Fifty Great Celtic Jigs Vol 3 by Gregory L. Mahan (English) Paperback Book,Brand New,13.31,+$8.47 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Silence John Cage Wesleyan University Press trade paperback essays lectures VGUC,Pre-Owned,14.99,+$42.47 shipping,from United States,0,"stoppedclockvintage (1,112) 99.4%"
Peter Leitch Off the Books (Paperback),Brand New,19.49,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Playing on the Changes: C Instruments (Book & DVD) (Belwin Jazz Play-Along) by,Pre-Owned,5.99,+$30.74 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
Canadian Brass Christmas Quartets (Sheet Music),Brand New,13.02,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
FAT JOE Shaheem Reid The Book of Jose (Paperback) (UK IMPORT),Brand New,7.83,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
FBI War on Tupac Shakur : State Repression of Black Leaders from the Civil...,Brand New,15.00,+$27.02 shipping,from United States,0,"matmover (2,353) 100%"
The Best Songs Ever,Pre-Owned,5.55,+$26.74 shipping,from United States,0,"thrift.books (3,712,506) 99%"
TRIP OR SQUEEK'S BIG AMPLIFIER By SAVAGE PENCIL (2012 Softcover){H5},Brand New,16.00,+$26.61 shipping,from United States,0,"paperdragon860 (9,016) 99.9%"
"Suzuki Guitar 1: Guitar Part, Book & CD by Himmelhoch, Seth, Lafreniere, Andrew",New (Other),5.99,+$30.74 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
"Hank Williams, So Lonesome (American Made Music - Paperback, by Koon Bill - Good",Pre-Owned,6.17,+$26.32 shipping,from United States,0,"booksrun (106,843) 99.4%"
New ListingBeginner Electric Guitar: Learn to Play with CD (Audio) and DVD (House of Bl...,Pre-Owned,79.49,+$28.48 shipping,from United States,0,"aspenbookco (2,791) 100%"
James Burton - The Legendary Guitar (Mixed Media Product),Brand New,21.16,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Lorie Line - Music from the Heart: Greatest Cover Hits (English) Paperback Book,Brand New,29.64,+$20.28 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Gospel Hymns and Sacred Songs (Classic Reprint),Brand New,18.56,+$26.68 shipping,from United States,0,"forgottenbooksusa (3,812) 99.3%"
Adult Piano Adventures Classics Book 1 Faber,Brand New,8.99,+$30.39 shipping,from United States,0,"chesbro-music-co (28,067) 99.6%"
The Giant Book of Christian Sheet Music: Easy Piano (Paperback or Softback),Brand New,21.17,+$27.20 shipping,from United States,0,"bargainbookstores (1,108,100) 99.4%"
Stickology: A Guide to Playing The Chapman Stick,Brand New,28.99,+$27.43 shipping,from United States,0,"capitalmusicgear (13,335) 97.9%"
New ListingThe Beautiful Music All Around Us: Field Recordings and the American Experience,Pre-Owned,21.00,+$27.20 shipping,from United States,0,wingrabooks (138) 100%
The Taubman Approach to Piano Technique: A Comprehensive Guide to Overcome Physi,Brand New,28.00,+$24.09 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"How to Listen to Jazz Gioia, Ted Very Good",Pre-Owned,9.99,+$26.87 shipping,from United States,0,"bookoutlet2 (181,011) 99.5%"
"Christmas Songs for 5-String Banjo [With CD] by Davis, Janet",Pre-Owned,10.15,+$26.43 shipping,from United States,0,"thrift.books (3,712,506) 99%"
New ListingELVIS IMPERSONATION KIT - Step-by-Step Guide Book COSTUME ACCESSORIES Halloween,Brand New,69.99,+$38.63 shipping,from United States,0,txsouthernpicker (605) 100%
New ListingJazzy Recorder 2 For Young Players Universal Edition 19364 By Brian Bonsor,Pre-Owned,14.50,+$31.19 shipping,from United States,0,"oakhavenbooks (1,296) 98.6%"
New ListingDo-It-Yourself Harmonica: The Best Step-by-Step Guide to Start P,Brand New,32.66,+$27.10 shipping,from United States,0,twolimes.trading (104) 99.1%
"Guitar for Dummies, with DVD by Phillips, Mark; Chappell, Jon",Pre-Owned,6.68,+$26.77 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Brethren, We Have Met to Worship by Robin Thomas Paperback Book",Brand New,14.47,+$11.69 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Shakey: Neil Young's Biography by McDonough, Jimmy Paperback Book The Fast Free",Pre-Owned,10.43,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,352) 93.4%"
New ListingSmashing Pumpkins -- Siamese Dream: Guitar/Tab/Vocal by Smashing Pumpkins,New (Other),59.99,+$73.64 shipping,from United States,0,sunfloweredtoys73 (301) 99.1%
"Scar Tissue by Kiedis, Anthony",Pre-Owned,4.76,+$26.72 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Play the Music of Burt Bacharach, Solo B-Flat Trumpet [With CD (Audio)] (English",Brand New,18.49,+$14.37 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Nick Mellor Joseph Alexander 100 Jazz-Rock Fusion Licks for Guitar (Paperback),Brand New,28.04,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Harmonica: The Complete Picture Guide to Playing Harmonica [With CD] by Various,Pre-Owned,5.68,+$26.74 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Suzuki Violin School, Vol. 4 (International Edition) (Book and CD) by Suzuki, S",New (Other),12.50,+$22.67 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
GERMAN THE TRANCE EXPERIENCE Book + DVDs Introduction to Electronic Dance Music,Brand New,20.00,+$51.90 shipping,from United States,0,"anything.gadget.inc (1,385) 98.7%"
New ListingEssential Music Theory for Electric Bass,Pre-Owned,17.95,+$18.84 shipping,from United States,0,"aspenbookco (2,791) 100%"
Shop on eBay,Brand New,20.00,N/A,N/A,0,N/A
Shop on eBay,Brand New,20.00,N/A,N/A,0,N/A
"Martha Mier Jazz, Rags & Blues 1 (Paperback)",Brand New,10.92,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Ben Gitty Baker Cigar Box Guitar Songbook - Volume 1 (Paperback),Brand New,24.37,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
New ListingAudio Engineering Society Presents Ser.: Modern Recording Techniques by...,Pre-Owned,35.49,+$38.42 shipping,from United States,0,"robsn40 (1,050) 100%"
"Black Classical Musicians and Composers, 1500-2000 by King-Dorset, Rodreguez",N/A,73.00,+$51.87 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"New ListingHigh Times Hard Times, The Anniver... by Lara Pellegrinelli Trade Paperback",Pre-Owned,13.50,+$31.60 shipping,from United States,0,rosebu-2 (300) 98.2%
New ListingYou're In The Band Unplugged Book 2 For Acoustic Guitar By Dave Clo  Includes CD,Brand New,8.99,+$32.22 shipping,from United States,0,"mithra33 (1,047) 99.6%"
"Open Book by Simpson, Jessica , paperback",Pre-Owned,4.47,+$26.27 shipping,from United States,0,"bluevasemarketplace (183,450) 99.5%"
Guitar for Dummies [With Featuring Play-Along Exercises],Pre-Owned,4.29,+$26.70 shipping,from United States,0,"thrift.books (3,712,506) 99%"
Couldn't Have a Wedding Without the Fiddler : The Story of Traditional Fiddling,Brand New,24.95,+$29.87 shipping,from United States,0,"southland_books (4,661) 100%"
New ListingThe Library of Piano Classics Book 2 Sheet Music Many Classical Composers Comb,Pre-Owned,20.00,+$32.55 shipping,from United States,0,nbjb1 (13) 85.7%
Bruce Spizer The Beatles White Album and the Launch of A (Paperback) (UK IMPORT),Brand New,9.05,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
Canadian Brass Christmas Quartets (Sheet Music),Brand New,13.02,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
New ListingThe Santa Fe Opera Presents Opera Unveiled : The Grand Duchess of Gerolstein...,Pre-Owned,46.63,+$19.69 shipping,from United States,0,"aspenbookco (2,791) 100%"
From CBGB to the Roundhouse: Music Venues Through the Years,Pre-Owned,9.53,+$6.99 shipping,from United States,0,"awesomebooksusa (419,898) 98%"
New ListingBjork A Project By Bjork Book 2001 First U.S. Edition,Pre-Owned,150.00,+$36.38 shipping,from United States,0,"oakhavenbooks (1,296) 98.6%"
New ListingEssential Music Theory for Electric Bass,Pre-Owned,17.95,+$18.84 shipping,from United States,0,"aspenbookco (2,791) 100%"
Canadian Brass Christmas Quartets (Sheet Music),Brand New,13.02,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
"Comping the Blues by Vignola, Frank, paperback, Used - Very Good",Pre-Owned,5.99,+$30.74 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
American Music: Go Ahead in the Rain : Notes to a Tribe Called Quest (Paperback),Brand New,11.99,+$26.49 shipping,from United States,0,"bookindustries (19,976) 99.9%"
Soundtrack Selections From Free Willy Songbook Tablature Sheet Music,Pre-Owned,4.00,+$31.00 shipping,from United States,0,"savvytravelsecrets (12,025) 99.8%"
Warren Zanes Deliver Me from Nowhere (Paperback),Brand New,18.60,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Coheed and Cambria: Year of the Black Rainbow (English) Paperback Book,Brand New,25.62,+$16.89 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
New ListingThe Beatles Best Over 120 Great Beatles Hits Hal Leonard 1987,Pre-Owned,38.00,+$34.58 shipping,from United States,0,"oakhavenbooks (1,296) 98.6%"
The Giant Book of Christian Sheet Music: Easy Piano (Paperback or Softback),Brand New,21.17,+$27.20 shipping,from United States,0,"bargainbookstores (1,108,100) 99.4%"
"Acoustic Fingerstyle Guitar Workshop by Gilewitz, Richard, Spiral-bound, Used -",Pre-Owned,5.99,+$30.74 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
New ListingI Love You a Thousand Ways: The Lefty Frizzell Story,Brand New,30.20,+$27.47 shipping,from United States,0,twolimes.trading (104) 99.1%
Selections from: A Dave Brubeck Christmas (Piano Solos) (paperback),Pre-Owned,1.00,+$30.15 shipping,from United States,0,"plumcircle (353,771) 99.9%"
"Satchmo [Da Capo Paperback] Armstrong, Louis Very Good",Pre-Owned,7.81,+$26.36 shipping,from United States,0,"bookoutlet2 (181,011) 99.5%"
Susan W Henry Peace in Music (Paperback),Brand New,18.19,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Don Klees Bob Dylan in the 1980s (Paperback) Decades (UK IMPORT),Brand New,22.39,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
"MUSIC SALES JOY OF ENGLISH MUSIC - PIANO Sheet music pop, rock Piano, , Good Con",Pre-Owned,9.21,+$7.72 shipping,from United Kingdom,0,"webuybooks (2,192,367) 99.4%"
New ListingBest of Wes Montgomery by Wolf Marshall Paperback with  CD 839,Pre-Owned,12.50,+$31.88 shipping,from United States,0,"incredibledave (2,457) 99.9%"
What's It All About? by Cilla Black (English) Paperback Book,Brand New,25.87,+$36.98 shipping,from Canada,0,"grandeagleretail (928,953) 98.3%"
"One Dream, One Direction by Ellen Bailey (English) Paperback Book",Brand New,14.71,+$14.37 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Complete Country Blues Guitar Book,Brand New,32.99,+$27.55 shipping,from United States,0,"capitalmusicgear (13,335) 97.9%"
Improvising Without ScalesThe Intervallic Guitar System of Carl Verheyen,Brand New,19.99,+$26.72 shipping,from United States,0,"capitalmusicgear (13,335) 97.9%"
"Building An Empire: The Story of Queensryche PB - by James Beach, Naron & Heaton",Brand New,29.95,+$33.46 shipping,from United States,0,"jaybeehorror (4,958) 100%"
"The Jamboree in Wheeling, West Virginia, Images of America, Paperback",Brand New,16.24,+$26.61 shipping,from United States,0,"apthp2017 (28,571) 99.6%"
"Songs of the 1940's: The Decade Series by Decade, Series",Pre-Owned,4.58,+$49.85 shipping,from United States,0,"thrift.books (3,712,506) 99%"
The Smiths Complete Chord Songbook (Paperback) (UK IMPORT),Brand New,36.11,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
New ListingBluegrass Fiddle Styles by Stacy Phillips & Kenny Kosek Oak Publications 1978 VG,Pre-Owned,9.99,+$33.86 shipping,from United States,0,"encorehustle (1,074) 99.5%"
Rita Coolidge Michael Walker Delta Lady (Paperback),Brand New,16.24,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Hal Leonard Loog Guitar Method: With Video Demonstrations! by David D. Mills (En,Brand New,16.44,+$11.69 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Harmonica: The Complete Picture Guide to Playing Harmonica [With CD] by Various,Pre-Owned,5.68,+$26.74 shipping,from United States,0,"thrift.books (3,712,506) 99%"
New ListingWagnerism: Art and Politics in the Shadow of Music,Pre-Owned,9.71,+$26.86 shipping,from United States,0,"goodwillcentralcoastebooks (42,681) 99.4%"
"Jazz Solos Volume 2: Improvised Solos over Standard Progressions by Vignola, Fr",Pre-Owned,5.99,+$30.30 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
Herb Alpert Collection: Trumpet Artist Transcriptions by Hal Leonard Publishing,Brand New,22.06,+$11.69 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
New ListingTaylor Swift: A New Era,Brand New,22.88,+$27.25 shipping,from United States,0,twolimes.trading (104) 99.1%
"To Selena, with Love: Commemorative Edition (0451414063) by Perez, Chris",Brand New,14.90,+$27.02 shipping,from United States,0,"goodreads2015 (25,023) 99.5%"
